artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness,track_name_id
1,2023,2,14,1240,24,217672943,51,29,63,4,54,120,1,1,0.63,0.58,0.52,0.0,0.31,0.22,219
1,2022,10,17,3995,13,457184829,72,27,47,0,0,150,1,0,0.04,0.55,0.07,0.0,0.06,0.03,220
1,2016,1,21,7681,13,939844851,119,66,1145,2,0,174,1,0,0.27,0.78,0.11,0.0,0.1,0.08,221
1,2021,9,1,4427,4,726434358,69,100,154,20,438,202,1,0,0.25,0.51,0.69,0.0,0.18,0.04,222
2,2022,11,4,4657,18,573633020,84,84,42,0,23,153,0,0,0.42,0.52,0.05,0.0,0.36,0.24,223
1,2021,10,14,10195,20,1406111294,258,87,657,22,9,142,1,0,0.13,0.37,0.58,0.0,0.13,0.03,224
2,2023,6,2,214,0,24975653,3,3,6,0,0,143,1,1,0.25,0.69,0.04,0.0,0.23,0.12,225
1,2000,1,1,20763,27,1424589568,81,53,3271,1,17,104,0,1,0.78,0.66,0.03,0.0,0.04,0.06,226
3,2022,12,16,1267,20,231332117,41,22,56,4,84,93,0,1,0.96,0.79,0.43,0.0,0.18,0.11,227
1,2021,12,10,2585,32,415932686,3,79,21,1,54,105,0,0,0.46,0.53,0.16,0.0,0.09,0.05,228
1,2022,6,10,6330,6,988515741,109,42,158,3,31,170,1,0,0.27,0.32,0.89,0.0,0.14,0.05,229
3,2023,5,4,675,1,50847624,9,13,11,0,1,178,0,0,0.56,0.66,0.18,0.0,0.12,0.05,230
1,2023,5,5,715,0,39893489,37,3,27,0,50,176,0,0,0.44,0.76,0.1,0.0,0.32,0.05,231
2,2023,5,1,327,13,92035115,14,110,9,0,49,104,0,1,0.38,0.88,0.11,0.0,0.11,0.05,232
1,2023,4,21,244,12,118810253,6,84,10,2,9,85,1,1,0.83,0.84,0.31,0.0,0.47,0.3,233
1,2023,2,24,1020,35,206399629,15,26,30,6,0,80,1,0,0.57,0.48,0.86,0.0,0.15,0.39,234
1,2023,4,7,1730,3,117747907,46,5,51,0,20,98,1,0,0.36,0.41,0.5,0.0,0.38,0.05,235
2,2023,2,2,2127,33,266624541,45,80,53,8,4,178,0,1,0.58,0.78,0.34,0.0,0.11,0.25,236
1,2022,4,8,3242,9,293186992,67,55,48,0,6,148,1,0,0.27,0.33,0.48,0.0,0.22,0.03,237
1,2023,2,24,526,10,139681964,15,93,30,0,320,120,1,1,0.94,0.66,0.65,0.0,0.38,0.03,238
1,2023,4,10,366,15,123132751,16,102,7,0,55,122,0,1,0.38,0.88,0.01,0.0,0.08,0.05,239
2,2023,3,4,432,12,162887075,8,14,12,2,33,96,1,1,0.47,0.47,0.33,0.0,0.1,0.36,240
1,2023,4,24,271,12,91221625,16,103,9,0,55,137,1,1,0.35,0.88,0.16,0.0,0.17,0.09,241
1,2022,4,22,816,4,190490915,21,4,13,0,4,121,0,1,0.71,0.61,0.12,0.0,0.53,0.42,242
2,2023,4,21,1169,0,96180277,36,65,28,0,0,119,0,0,0.1,0.57,0.01,0.0,0.5,0.03,243
1,2019,8,23,1282,6,185240616,26,6,19,0,5,96,1,1,0.4,0.47,0.71,0.0,0.13,0.04,244
1,2022,4,21,6587,34,885093467,114,104,147,11,20,111,1,1,0.53,0.52,0.66,0.01,0.11,0.05,245
2,2023,4,14,1444,4,104992946,0,0,0,0,0,148,1,1,0.74,0.68,0.14,0.0,0.1,0.19,246
2,2023,2,3,356,10,147290338,4,64,4,2,37,182,1,0,0.8,0.59,0.08,0.0,0.06,0.05,247
1,2021,9,9,10147,30,1302184087,234,71,543,18,0,141,1,1,0.82,0.86,0.28,0.0,0.04,0.09,248
2,2023,4,25,351,9,76910644,16,90,10,0,64,110,0,1,0.26,0.7,0.01,0.0,0.41,0.06,249
1,2022,8,16,158,4,137123880,5,6,1,1,18,134,1,1,0.35,0.41,0.41,0.0,0.1,0.03,250
1,2022,10,21,3956,6,502574952,142,23,127,3,16,145,1,1,0.88,0.53,0.35,0.0,0.08,0.07,251
3,2023,2,5,1638,10,207033255,0,0,21,0,0,130,0,1,0.36,0.9,0.01,0.1,0.15,0.04,252
1,2022,4,28,924,18,404887295,17,80,22,9,38,173,1,0,0.69,0.53,0.12,0.0,0.23,0.03,253
1,2022,11,4,1985,35,381161027,34,26,37,5,1,92,0,1,0.55,0.76,0.25,0.0,0.1,0.15,254
1,2014,6,5,6339,13,466231982,3,1,36,1,37,105,0,0,0.57,0.87,0.0,0.01,0.1,0.04,255
1,2021,11,25,1561,24,357580552,18,78,24,0,30,175,0,0,0.15,0.64,0.43,0.9,0.12,0.1,256
2,2023,4,27,875,4,61105704,17,13,27,0,43,120,0,1,0.33,0.7,0.22,0.0,0.09,0.04,257
2,2022,12,24,406,5,198275403,3,31,2,1,0,139,0,1,0.77,0.48,0.37,0.0,0.12,0.05,258
1,2023,3,17,340,13,168448603,4,71,16,1,9,132,0,0,0.56,0.82,0.12,0.0,0.12,0.06,259
2,2018,3,29,4188,15,705469769,30,70,142,0,27,114,1,0,0.17,0.74,0.14,0.0,0.17,0.03,260
2,2023,5,4,105,0,34502215,5,9,5,0,0,145,0,0,0.19,0.48,0.36,0.0,0.37,0.05,261
1,2022,9,16,1524,17,482175240,53,120,62,0,2,110,1,1,0.67,0.69,0.0,0.0,0.18,0.04,262
2,2022,12,22,2651,30,304118600,21,55,32,3,0,94,1,1,0.61,0.66,0.17,0.0,0.36,0.16,263
1,2018,3,29,11087,6,1449799467,151,107,801,1,105,134,1,0,0.17,0.6,0.21,0.0,0.33,0.04,264
1,2023,3,24,373,19,173627354,4,72,5,0,5,120,1,0,0.32,0.76,0.0,0.0,0.39,0.04,265
2,2021,12,3,3741,17,652704649,156,35,110,19,0,131,1,1,0.84,0.71,0.35,0.0,0.15,0.04,266
1,2002,1,1,32502,21,1829992958,247,54,5567,1,51,171,1,1,0.06,0.73,0.01,0.0,0.36,0.26,267
2,2002,5,26,7615,14,655466831,18,51,1005,0,0,130,0,1,0.64,0.76,0.02,0.0,0.2,0.06,268
3,2023,3,2,1208,34,146409671,10,41,20,0,1,94,1,1,0.53,0.67,0.34,0.0,0.09,0.08,269
2,2023,4,7,209,4,95816024,4,45,11,2,24,89,0,1,0.44,0.57,0.39,0.0,0.32,0.06,270
1,2023,3,17,1235,9,117206995,20,8,15,0,6,87,0,0,0.71,0.56,0.04,0.0,0.15,0.2,271
2,2023,3,27,1479,0,80758350,23,0,18,0,33,78,1,1,0.8,0.65,0.51,0.0,0.22,0.32,272
2,2023,3,31,709,0,58473276,8,1,13,0,0,96,0,0,0.5,0.8,0.4,0.0,0.37,0.2,273
1,2023,3,25,660,0,52722996,22,7,11,0,78,106,1,1,0.22,0.86,0.31,0.0,0.12,0.04,274
1,2021,12,24,489,17,191945597,4,11,5,1,2,170,0,1,0.75,0.46,0.62,0.0,0.12,0.35,275
2,2023,3,24,407,0,77377503,16,15,5,0,1,134,0,0,0.11,0.76,0.08,0.47,0.3,0.07,276
1,2022,5,20,7461,8,743693613,166,42,199,16,58,115,1,1,0.9,0.73,0.3,0.0,0.11,0.05,277
2,2020,3,20,9161,5,1221813483,240,98,468,3,10,118,1,0,0.63,0.79,0.03,0.0,0.1,0.03,278
1,2022,4,22,3282,12,449701773,67,84,46,16,117,110,1,0,0.22,0.38,0.42,0.0,0.12,0.03,279
1,2023,3,29,596,0,67070410,29,9,12,0,52,100,1,1,0.42,0.66,0.18,0.04,0.19,0.04,280
2,2023,3,14,320,6,116334601,5,48,2,1,9,142,0,1,0.76,0.79,0.26,0.0,0.11,0.07,281
1,2022,10,21,2612,4,433356509,19,29,21,0,0,140,1,0,0.18,0.37,0.72,0.0,0.12,0.07,282
1,2023,2,10,2040,4,165584767,81,27,66,9,444,116,1,1,0.96,0.73,0.62,0.0,0.09,0.04,283
1,2022,5,13,2128,9,367814306,37,88,9,0,14,120,1,1,0.64,0.85,0.25,0.0,0.61,0.03,284
2,2022,4,1,2598,37,477033549,28,57,43,8,85,92,0,1,0.46,0.79,0.31,0.0,0.07,0.06,285
1,2022,10,26,542,2,156214700,23,2,21,0,0,110,0,1,0.64,0.79,0.05,0.0,0.31,0.03,286
1,2022,1,21,2459,20,448843705,20,68,50,0,22,120,1,1,0.57,0.97,0.01,0.0,0.13,0.11,287
2,1995,7,11,10624,17,1357608774,21,0,386,0,0,80,1,0,0.4,0.61,0.09,0.0,0.56,0.06,288
2,2022,11,13,2418,26,294352144,52,66,55,1,16,115,0,1,0.43,0.69,0.47,0.0,0.09,0.31,289
1,2014,11,28,7536,7,972164968,44,19,135,0,6,76,1,0,0.46,0.67,0.65,0.0,0.13,0.04,290
1,2017,2,20,10431,7,920045682,71,53,181,0,10,172,1,0,0.77,0.78,0.45,0.0,0.12,0.06,291
1,2016,9,9,15722,16,2420461338,231,37,1509,0,13,99,1,0,0.45,0.56,0.69,0.0,0.09,0.05,292
1,2015,5,27,25744,4,1947371785,122,94,1992,0,18,136,0,0,0.12,0.57,0.09,0.0,0.14,0.08,293
1,2019,5,10,1640,0,244658767,27,27,29,1,1,150,0,1,0.64,0.14,0.67,0.35,0.11,0.1,294
1,2023,4,7,34,0,68216992,0,0,0,0,0,92,0,1,0.41,0.31,0.79,0.0,0.1,0.05,295
5,2022,12,15,1845,16,223582566,20,8,30,2,0,95,1,1,0.72,0.87,0.17,0.0,0.07,0.05,296
3,2022,7,25,3301,30,471819764,72,64,64,6,3,102,0,1,0.58,0.83,0.21,0.0,0.1,0.05,297
1,2022,12,9,1911,0,272377463,23,71,14,0,9,145,0,1,0.34,0.55,0.43,0.0,0.16,0.06,298
1,2003,3,24,20111,5,1361425037,39,0,7341,0,0,110,1,0,0.24,0.86,0.0,0.0,0.64,0.04,752
2,2023,2,24,1529,0,149778242,32,18,39,2,0,95,1,0,0.3,0.77,0.46,0.0,0.38,0.06,300
2,2023,3,3,615,2,116599790,22,82,8,0,9,94,0,1,0.81,0.82,0.53,0.0,0.09,0.13,301
1,2022,12,2,811,4,148469433,11,58,5,0,21,142,1,0,0.92,0.91,0.0,0.0,0.26,0.03,302
2,2022,8,5,5730,10,497225336,108,16,197,3,165,145,0,0,0.2,0.74,0.01,0.0,0.15,0.05,814
3,2023,2,23,1190,0,105062254,29,3,18,0,19,137,0,1,0.44,0.67,0.08,0.0,0.11,0.06,304
1,2023,1,31,579,0,95623148,11,54,0,0,103,104,1,0,0.72,0.85,0.0,0.0,0.15,0.03,305
1,2023,2,17,1553,2,144584800,61,6,48,0,150,92,1,0,0.68,0.76,0.07,0.0,0.33,0.03,306
1,2022,12,15,2301,20,298063749,49,23,110,0,8,146,0,1,0.51,0.45,0.86,0.0,0.21,0.38,307
1,2023,1,23,134,4,166570053,4,6,0,0,23,120,1,0,0.2,0.43,0.89,0.0,0.12,0.04,308
1,2023,1,31,430,0,83021468,15,17,0,0,0,144,1,1,0.83,0.81,0.09,0.0,0.08,0.04,309
2,2022,11,5,86,0,139836056,11,101,0,0,48,94,1,0,0.44,0.56,0.8,0.0,0.06,0.03,310
1,2022,10,31,629,14,303216294,32,3,9,0,0,94,1,1,0.65,0.79,0.05,0.02,0.11,0.06,429
2,2023,3,3,329,0,58890931,14,35,1,0,0,148,1,0,0.49,0.76,0.12,0.0,0.12,0.03,312
1,2023,3,3,1168,0,81419389,45,11,20,0,21,98,1,1,0.29,0.73,0.12,0.0,0.11,0.26,313
1,2022,5,31,162,6,156777415,1,10,1,0,1,140,1,0,0.26,0.38,0.91,0.0,0.1,0.04,314
1,2022,12,9,2536,6,284908316,59,100,58,13,2,100,1,0,0.28,0.28,0.81,0.0,0.18,0.03,315
1,2022,8,1,892,17,363472647,20,119,12,2,7,100,0,0,0.78,0.94,0.27,0.0,0.29,0.23,316
1,2011,1,1,3909,0,372476382,66,26,277,3,734,100,0,0,0.49,0.65,0.02,0.0,0.13,0.03,317
1,2023,1,20,888,22,175399345,11,24,7,1,7,176,0,1,0.96,0.63,0.25,0.0,0.21,0.07,318
1,2022,5,6,968,4,203221468,16,53,1,0,61,140,1,0,0.51,0.7,0.49,0.0,0.14,0.03,319
1,2000,10,24,25065,6,1624165576,63,0,6808,2,0,105,0,0,0.4,0.9,0.01,0.0,0.32,0.06,320
1,2022,12,8,531,4,134294498,20,1,71,2,0,135,1,1,0.97,0.77,0.75,0.0,0.35,0.03,321
1,2022,7,28,242,0,70069745,12,2,13,0,4,128,0,1,0.61,0.59,0.3,0.0,0.12,0.04,322
2,2022,6,3,5281,14,609293408,94,21,80,15,38,101,1,1,0.43,0.69,0.12,0.0,0.12,0.07,323
1,2022,5,6,2590,30,671365962,20,64,35,6,0,122,1,1,0.43,0.5,0.07,0.0,0.14,0.05,324
1,2022,9,8,1769,34,362361576,16,19,21,3,4,105,0,1,0.49,0.56,0.8,0.12,0.1,0.13,325
4,2021,9,3,6180,7,1223481149,122,88,580,21,10,77,0,1,0.59,0.76,0.24,0.0,0.42,0.28,326
1,2017,8,25,3600,11,1022258230,7,0,203,0,2,140,0,1,0.18,0.25,0.78,0.0,0.11,0.26,327
2,2022,11,3,1254,6,263453310,26,69,73,2,6,158,1,0,0.72,0.95,0.31,0.0,0.92,0.05,328
1,2023,1,27,1283,0,147538971,57,4,48,0,0,107,0,0,0.47,0.4,0.72,0.0,0.11,0.03,329
1,2020,2,19,8084,6,698086140,45,115,218,1,221,109,0,0,0.16,0.57,0.1,0.01,0.12,0.03,330
1,2022,7,15,2332,2,723894473,0,0,25,0,0,109,0,1,0.72,0.74,0.1,0.0,0.34,0.07,672
1,2023,3,3,203,0,34450974,5,9,0,0,0,148,1,0,0.61,0.81,0.05,0.0,0.36,0.04,332
1,2022,10,12,288,6,319566866,11,80,1,0,8,96,0,1,0.4,0.51,0.35,0.0,0.1,0.04,333
1,2022,5,6,4572,33,909001996,74,113,85,9,2,100,0,1,0.29,0.67,0.29,0.0,0.12,0.03,334
2,2021,9,24,6127,13,1061966512,0,0,0,0,0,105,1,0,0.42,0.68,0.01,0.0,0.14,0.04,335
3,2023,1,27,1890,0,103787664,86,1,49,0,9,115,1,1,0.84,0.9,0.17,0.0,0.41,0.06,336
1,2023,1,27,2098,16,134255790,88,24,101,7,451,122,1,0,0.25,0.89,0.0,0.0,0.15,0.09,337
1,2022,10,17,761,12,301051721,23,95,11,0,3,105,0,1,0.82,0.8,0.08,0.0,0.11,0.08,338
1,2022,11,30,1225,0,156338624,27,0,28,13,0,133,1,0,0.74,0.84,0.25,0.0,0.21,0.04,339
2,2023,1,13,415,2,152850295,15,40,21,1,15,100,1,1,0.6,0.68,0.07,0.0,0.26,0.04,340
1,2022,10,28,3469,0,309653982,71,95,31,0,2,120,0,1,0.55,0.45,0.15,0.03,0.09,0.1,341
1,2022,10,28,3311,0,297328960,129,31,212,1,41,177,1,0,0.17,0.3,0.9,0.0,0.13,0.03,342
1,2022,9,22,2616,0,332506354,113,17,208,0,192,142,0,0,0.31,0.72,0.15,0.0,0.09,0.05,343
1,2016,11,4,3006,16,480507035,47,60,87,12,124,144,0,0,0.47,0.84,0.01,0.01,0.52,0.04,344
2,2019,4,12,4260,0,1065580332,113,92,259,0,1,120,0,0,0.8,0.86,0.09,0.0,0.19,0.1,345
1,2016,9,27,482,0,122763672,9,1,12,4,3,135,1,1,0.73,0.51,0.55,0.0,0.15,0.06,346
6,2022,12,22,138,4,1365184,13,78,2,0,0,105,1,1,0.62,0.74,0.1,0.0,0.33,0.07,347
2,2022,11,25,1368,0,184308753,12,1,11,0,8,108,0,0,0.38,0.77,0.09,0.0,0.09,0.2,348
1,2015,1,1,17852,4,789753877,69,76,335,0,0,147,0,0,0.62,0.79,0.22,0.13,0.14,0.03,349
3,2022,11,20,889,20,323358833,11,78,35,0,21,115,1,1,0.34,0.88,0.16,0.0,0.44,0.04,350
2,2022,4,21,4796,9,606361689,124,66,212,13,1,174,1,1,0.57,0.64,0.23,0.0,0.08,0.32,351
1,2022,7,21,3009,2,338564981,68,89,65,0,25,141,0,0,0.09,0.25,0.84,0.01,0.14,0.04,352
1,2014,1,1,17492,3,1606986953,136,24,1959,0,30,82,1,1,0.5,0.49,0.56,0.0,0.08,0.04,353
1,2020,3,20,6170,7,1301799902,82,1,231,0,2,92,1,0,0.25,0.43,0.62,0.0,0.32,0.03,354
6,2022,12,12,130,4,140187018,21,79,2,0,0,116,0,1,0.65,0.8,0.06,0.0,0.15,0.04,355
2,2017,6,2,27705,10,1897517891,537,122,2726,6,0,124,0,1,0.59,0.86,0.04,0.0,0.08,0.11,356
1,2023,1,27,359,0,107642809,12,56,13,0,13,125,0,1,0.83,0.89,0.01,0.0,0.17,0.09,357
1,2022,8,19,1963,16,551305895,57,119,77,1,13,90,1,1,0.71,0.69,0.02,0.0,0.27,0.1,358
3,2022,4,27,5491,14,556585270,128,84,75,0,35,83,1,0,0.34,0.64,0.31,0.0,0.07,0.34,359
1,2019,10,31,27119,0,2303033973,532,77,1535,3,8,124,0,1,0.68,0.79,0.01,0.0,0.1,0.08,360
1,2014,8,8,1776,14,646886885,1,9,3,0,0,140,1,0,0.04,0.6,0.07,0.41,0.08,0.03,361
2,2022,9,16,1473,4,222612678,27,64,66,1,4,154,1,0,0.61,0.91,0.15,0.0,0.72,0.04,362
2,2021,7,23,13315,0,1814349763,300,47,690,0,0,150,0,1,0.89,0.7,0.02,0.0,0.05,0.06,363
1,2015,4,22,3045,6,571386359,43,53,134,1,32,166,0,0,0.23,0.48,0.05,0.0,0.12,0.03,364
2,2022,9,22,3006,12,304079786,54,32,66,2,0,107,1,1,0.2,0.83,0.0,0.04,0.31,0.09,365
3,2022,9,9,852,0,174006928,14,1,50,0,0,87,1,1,0.52,0.52,0.31,0.0,0.28,0.24,366
1,2022,8,5,2163,15,284785823,72,97,58,0,154,82,1,0,0.39,0.64,0.21,0.0,0.07,0.07,367
1,2022,12,9,1484,0,163284000,22,51,12,0,0,114,0,0,0.6,0.28,0.91,0.0,0.21,0.04,368
1,2022,11,4,1703,0,246390068,38,45,36,16,0,148,1,0,0.15,0.52,0.38,0.13,0.29,0.05,369
1,2022,7,20,4169,44,482257456,57,44,183,1,11,140,1,1,0.97,0.57,0.38,0.0,0.4,0.29,370
1,2022,10,3,1054,0,168684524,9,0,15,0,1,101,1,1,0.76,0.81,0.15,0.24,0.33,0.06,371
3,2022,1,17,2849,0,78489819,39,45,27,0,1,140,0,1,0.06,0.84,0.05,0.23,0.06,0.06,372
3,2022,12,2,1602,0,195516622,12,22,12,0,2,88,0,0,0.24,0.66,0.19,0.0,0.18,0.29,373
1,2021,6,4,9644,28,1260594497,120,86,164,4,0,180,1,0,0.44,0.65,0.28,0.0,0.14,0.12,374
1,2022,8,12,4827,0,428685680,104,17,76,9,2,133,1,1,0.91,0.89,0.06,0.0,0.31,0.24,375
1,1985,9,16,21811,0,1024858327,117,1,676,3,0,108,0,0,0.2,0.55,0.72,0.0,0.06,0.06,376
1,1973,1,5,168,0,838586769,0,0,5,0,0,80,0,0,0.24,0.43,0.39,0.0,0.23,0.03,377
1,2022,8,11,688,0,199386237,14,1,17,0,2,75,0,1,0.46,0.62,0.03,0.06,0.11,0.46,378
2,2021,7,30,10565,44,972509632,238,122,557,17,58,121,0,0,0.26,0.64,0.52,0.0,0.17,0.1,379
2,2022,9,28,1612,0,213438580,34,54,34,0,2,140,0,0,0.17,0.62,0.18,0.0,0.2,0.08,380
1,2020,9,3,12755,8,1555511105,344,97,945,15,0,126,0,1,0.59,0.9,0.05,0.0,0.36,0.03,381
1,2022,10,12,574,4,210038833,38,101,26,0,0,102,1,0,0.29,0.94,0.0,0.0,0.09,0.11,382
1,2020,12,24,10426,2,826623384,133,109,182,1,10,121,0,0,0.53,0.78,0.23,0.0,0.72,0.06,383
2,2020,3,27,15894,8,1802514301,198,13,544,0,60,103,0,1,0.92,0.83,0.01,0.0,0.07,0.06,384
1,2021,6,25,9424,0,1329090101,202,50,463,4,0,108,0,1,0.88,0.76,0.09,0.0,0.12,0.09,385
1,2022,9,14,713,7,181831132,2,4,6,0,0,85,0,0,0.36,0.47,0.31,0.0,0.12,0.1,386
2,2022,3,14,7758,28,462791599,173,79,175,0,168,125,0,1,0.7,0.69,0.01,0.0,0.05,0.05,387
1,2022,10,21,2537,2,348647203,8,18,20,0,1,120,1,1,0.4,0.39,0.41,0.0,0.13,0.06,388
3,2022,7,17,292,6,366599607,26,98,4,0,0,94,1,0,0.44,0.57,0.57,0.0,0.1,0.03,389
2,2012,1,1,14143,4,1479264469,56,38,1891,1,0,110,1,1,0.51,0.74,0.02,0.0,0.29,0.04,390
1,1994,10,28,25653,0,1449779435,387,132,2094,0,0,150,1,0,0.33,0.63,0.16,0.0,0.07,0.04,391
1,1984,1,1,22153,0,1159176109,274,111,1302,0,0,107,0,1,0.88,0.65,0.28,0.0,0.46,0.03,392
1,1958,1,1,14994,0,769213520,191,168,206,0,0,140,1,1,0.85,0.41,0.71,0.0,0.45,0.05,393
1,1957,1,1,10326,0,741301563,165,99,104,0,0,119,1,1,0.78,0.37,0.84,0.0,0.06,0.03,394
1,2013,12,13,9408,0,834129063,231,106,439,0,0,133,1,0,0.53,0.63,0.05,0.0,0.3,0.18,395
1,1963,10,14,8879,0,663832097,182,107,160,0,1,202,1,0,0.76,0.6,0.77,0.0,0.12,0.04,396
1,1959,11,16,6512,0,446390129,88,1,277,0,0,134,1,0,0.72,0.24,0.91,0.0,0.18,0.04,413
1,2017,1,1,5140,0,690104769,85,110,500,0,0,105,1,1,0.33,0.51,0.48,0.0,0.09,0.03,398
1,2013,10,25,6596,0,485285717,144,99,251,0,0,160,1,0,0.69,0.81,0.0,0.0,0.21,0.05,399
1,2011,1,1,9577,0,629173063,195,111,310,0,0,162,0,0,0.88,0.54,0.51,0.0,0.09,0.04,400
1,1963,11,22,10114,0,404664135,114,74,262,0,0,92,1,0,0.84,0.77,0.4,0.0,0.32,0.03,401
1,2022,12,9,1007,0,98709329,5,31,1,0,0,152,1,0,0.35,0.65,0.44,0.18,0.21,0.07,402
1,2022,12,9,1127,0,110849052,16,63,8,0,0,65,0,1,0.55,0.26,0.85,0.0,0.13,0.08,403
4,1971,12,1,10829,0,460492795,130,1,390,0,0,147,1,0,0.39,0.61,0.32,0.0,0.77,0.03,404
2,2022,12,8,1042,0,94005786,7,29,3,0,0,150,0,1,0.71,0.69,0.53,0.0,0.32,0.09,405
1,1952,1,1,7930,0,395591396,108,120,73,0,0,140,1,0,0.81,0.36,0.64,0.0,0.15,0.03,406
1,1946,11,1,11500,0,389771964,140,72,251,0,0,139,1,0,0.22,0.15,0.84,0.0,0.11,0.04,407
1,1979,11,16,1685,0,403939487,1,0,29,0,0,95,1,1,0.74,0.58,0.36,0.0,0.09,0.03,408
1,1984,11,25,14169,0,481697415,209,30,449,0,0,115,1,0,0.23,0.57,0.0,0.02,0.27,0.03,409
2,2022,12,9,1634,0,110073250,16,20,4,0,0,125,1,0,0.59,0.43,0.84,0.03,0.11,0.05,410
1,2022,12,9,906,0,88092256,6,21,3,0,0,76,1,0,0.19,0.2,0.78,0.0,0.11,0.05,411
1,1984,1,1,1087,0,351636786,90,35,5,0,0,101,0,1,0.91,0.87,0.14,0.0,0.13,0.03,412
2,1950,1,1,10585,0,473248298,126,108,406,0,0,143,1,0,0.86,0.32,0.88,0.0,0.34,0.06,413
1,2022,12,9,827,0,73981293,6,18,1,0,0,119,0,0,0.51,0.66,0.67,0.0,0.09,0.23,414
2,2022,12,8,1420,4,155653938,13,87,17,0,46,78,1,0,0.22,0.59,0.76,0.01,0.15,0.16,415
3,1942,1,1,11940,0,395591396,73,79,123,0,0,96,1,0,0.19,0.25,0.91,0.0,0.4,0.03,416
1,1986,1,1,888,0,429504768,50,0,6,0,0,180,1,0,0.87,0.58,0.36,0.0,0.18,0.04,417
1,1963,11,22,9122,0,242767149,121,58,212,0,0,126,1,0,0.35,0.76,0.39,0.0,0.08,0.05,418
1,2022,12,9,892,0,65362788,3,17,2,0,0,150,1,0,0.42,0.44,0.57,0.0,0.15,0.06,419
1,2022,12,9,989,0,67540165,5,9,1,0,0,90,1,0,0.47,0.74,0.09,0.0,0.34,0.04,420
1,2022,12,9,819,0,62019074,14,22,0,0,0,160,1,1,0.78,0.68,0.28,0.0,0.11,0.12,421
2,2017,11,10,2209,0,135723538,72,90,141,0,0,114,1,0,0.6,0.94,0.24,0.0,0.1,0.04,422
3,1958,1,1,6290,0,295998468,89,39,158,0,0,113,1,1,0.72,0.32,0.77,0.0,0.15,0.05,423
1,2000,11,7,6952,0,261116938,115,53,286,0,0,147,1,0,0.69,0.72,0.17,0.0,0.19,0.03,424
2,2022,11,4,313,2,136689549,10,6,7,1,9,100,0,1,0.92,0.59,0.03,0.0,0.1,0.03,425
1,2022,12,2,353,2,135611421,2,74,14,0,2,155,1,0,0.42,0.77,0.03,0.0,0.12,0.09,426
1,2021,12,3,4094,0,356709897,66,96,43,0,0,107,0,0,0.41,0.39,0.51,0.0,0.11,0.16,427
2,2022,12,2,880,0,110649992,3,7,10,0,0,112,1,1,0.15,0.54,0.09,0.0,0.38,0.05,428
1,2022,10,31,573,0,301869854,1,0,18,0,24,166,1,1,0.57,0.57,0.09,0.2,0.11,0.07,429
1,1959,1,1,3299,0,127027715,65,39,41,0,0,107,0,1,0.96,0.36,0.81,0.0,0.08,0.04,430
1,2022,12,9,811,0,57144458,6,11,3,0,0,81,1,0,0.33,0.68,0.24,0.0,0.22,0.38,431
1,2022,12,9,899,0,56870689,2,14,2,0,0,150,1,1,0.77,0.46,0.05,0.0,0.11,0.07,432
2,2022,10,21,2415,0,323437194,33,57,30,0,11,110,1,0,0.19,0.32,0.69,0.0,0.12,0.04,433
1,2022,10,21,2304,0,317726339,12,16,14,0,0,108,1,0,0.04,0.4,0.06,0.0,0.1,0.06,434
1,2022,10,21,2699,0,328207708,39,35,22,2,0,164,1,1,0.39,0.56,0.06,0.0,0.09,0.07,435
2,2022,5,6,2482,20,608228647,27,77,22,2,0,114,0,1,0.42,0.68,0.02,0.0,0.66,0.04,436
2,2005,9,20,2577,0,180577478,108,56,30,0,0,93,1,0,0.93,0.88,0.01,0.0,0.12,0.04,437
2,2021,6,25,6821,34,809306935,83,58,128,7,0,90,0,1,0.51,0.69,0.36,0.0,0.09,0.08,438
1,2022,12,8,714,0,49262961,0,9,2,0,0,128,1,0,0.35,0.68,0.78,0.0,0.39,0.08,439
2,2022,5,6,3185,4,614555082,38,64,37,3,36,97,1,1,0.47,0.8,0.02,0.0,0.24,0.09,440
1,1958,1,1,8612,0,245350949,120,30,52,0,1,152,0,1,0.94,0.71,0.79,0.0,0.07,0.08,441
1,1957,1,1,4326,0,178660459,32,3,65,0,0,175,1,0,0.94,0.34,0.73,0.0,0.1,0.05,442
1,2022,12,9,680,0,51641685,2,15,1,0,0,116,1,0,0.48,0.55,0.67,0.0,0.16,0.08,443
2,2022,12,2,398,0,78139948,2,2,6,0,2,80,0,0,0.51,0.59,0.76,0.0,0.44,0.06,444
1,2022,1,7,4440,0,326792833,81,77,133,0,0,122,1,1,0.91,0.79,0.03,0.0,0.07,0.1,445
1,2022,1,7,2881,6,391251368,13,89,34,0,3,135,0,1,0.6,0.58,0.04,0.0,0.16,0.03,446
3,2022,1,5,2235,0,349585590,65,7,70,16,6,109,1,0,0.45,0.47,0.62,0.0,0.31,0.05,447
1,2022,1,7,3711,0,339659802,49,88,62,0,0,93,0,0,0.82,0.74,0.27,0.0,0.32,0.05,448
2,2021,8,20,12403,0,674772936,183,63,465,0,11,125,0,1,0.64,0.81,0.02,0.05,0.07,0.09,449
